"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"L83067","Sid Valley Practice","EX10 9YA","50.699501","-3.247731","E07000040",14920,"82","18","34","22","11933","9.49"
"L83095","Coleridge Medical Centre","EX11 1EQ","50.751704","-3.283566","E07000040",15810,"42","8","18","20","7751","10.62"
"L83007","Seaton & Colyton Medical Practice","EX12 2DU","50.713074","-3.074113","E07000040",9178,"40","10","18","8","6682","5.34"
"L83054","Townsend House Medical Centre","EX12 2RY","50.708505","-3.07323","E07000040",5639,"16","0","12","12","4592","11.46"
"L83020","Axminster Medical Practice","EX13 5AG","50.780899","-2.999226","E07000040",12758,"66","12","26","16","7112","4.73"
"L83002","Honiton Surgery","EX14 2NY","50.794578","-3.188043","E07000040",17933,"86","10","42","16","10335","8.14"
"L83084","South Lawn Medical Practice","EX1 2RX","50.723202","-3.505542","E07000041",8175,"18","2","18","8","4518","9.89"
"L83655","Wonford Green Surgery","EX2 6NF","50.713819","-3.499477","E07000041",7535,"16","2","14","4","2544","5.37"
"L83143","Hill Barton Surgery","EX1 3EN","50.723363","-3.481689","E07000041",4598,"16","2","6","4","1677","8.01"
"L83040","Pinhoe Surgery","EX1 3SY","50.737528","-3.469622","E07000041",18085,"60","14","36","10","8145","7.74"
"L83077","Heavitree Practice","EX1 2RX","50.723202","-3.505542","E07000041",8024,"14","2","18","6","4355","6.64"
"L83079","Ide Lane Surgery","EX2 8UP","50.699471","-3.534972","E07000041",8522,"28","4","22","10","4133","8.41"
"L83036","Topsham Surgery","EX3 0EN","50.683825","-3.462097","E07000041",11828,"42","4","30","10","8033","8.95"
"L83115","Whipton Surgery","EX4 8EG","50.733021","-3.488101","E07000041",4926,"18","2","10","4","3094","6.01"
"L83066","Mount Pleasant Health Centre","EX4 7BW","50.732825","-3.51594","E07000041",17746,"64","6","36","16","11359","4.71"
"L83673","Inclusion Health Devon Cic","EX4 6PD","50.727547","-3.524824","E07000041",701,"8","0","10","8","1616","6.93"
"Y00568","Foxhayes Practice","EX4 2BH","50.726132","-3.549489","E07000041",4873,"8","7","6","0","2090","3.21"
"L83016","St Thomas Medical Group","EX4 1HJ","50.714472","-3.54518","E07000041",39654,"108","18","84","40","15540","9.69"
"L83058","Southernhay House Surgery","EX1 1RX","50.72259","-3.523431","E07000041",7747,"30","4","14","4","2921","7.80"
"L83042","St Leonards Practice","EX1 1SB","50.723743","-3.522731","E07000041",9807,"40","4","20","8","5834","6.52"
"L83024","Barnfield Hill Surgery","EX1 1SR","50.723245","-3.520775","E07000041",8538,"28","6","18","4","3128","7.73"
"L83099","Isca Medical Practice","EX1 2DW","50.72776","-3.512589","E07000041",5671,"16","2","10","4","3523","7.10"
"L83092","College Surgery Partnership","EX15 1FE","50.864169","-3.392716","E07000042",16256,"104","30","50","30","10417","8.68"
"L83128","Bramblehaies Surgery","EX15 1TZ","50.859652","-3.391361","E07000042",7695,"28","10","16","10","5344","6.51"
"L83044","Blackdown Practice","EX15 3SF","50.913111","-3.229125","E07000042",8255,"50","28","16","12","4568","7.33"
"L83085","Amicus Health","EX16 6NJ","50.904985","-3.487648","E07000042",18648,"80","8","62","12","8842","7.48"
"L83052","Castle Place Practice","EX16 6NP","50.908884","-3.492865","E07000042",13070,"54","14","22","14","11102","5.44"
"L83616","Sampford Peverell Surgery","EX16 7BJ","50.9197","-3.378482","E07000042",2390,"14","14","28","2","0",NULL
"L83134","Wyndham House Surgery","EX5 4HZ","50.817557","-3.483164","E07000042",4008,"10","14","14","4","1783","6.23"
"L83127","Redlands Primary Care","EX17 3FD","50.78348","-3.6449","E07000042",15991,"84","24","28","14","9943","6.93"
"Y02633","Bow Medical Practice","EX17 6FB","50.801478","-3.806448","E07000042",5870,"18","18","10","8","2858","6.28"
"L83098","Cheriton Bishop Surgery","EX6 6JA","50.725123","-3.74263","E07000042",5416,"22","2","14","2","3070","7.20"
"L83096","Combe Coastal Practice","EX34 8EG","51.203741","-4.126847","E07000043",18138,"90","10","38","18","10372","6.37"
"L83023","Mid Devon Medical Practice","EX16 8EZ","50.91508","-3.706168","E07000043",5667,"28","16","14","4","2570","9.39"
"L83025","Wallingbrook Health Centre","EX18 7DL","50.914387","-3.875034","E07000043",7485,"62","18","22","12","4844","8.28"
"L83057","Fremington Medical Centre","EX31 2PG","51.069903","-4.12217","E07000043",7809,"46","10","19","10","4798","7.68"
"L83073","Brannam Medical Centre","EX32 8GP","51.077578","-4.056239","E07000043",19398,"64","16","34","16","10712","9.63"
"L83003","Queen'S Medical Centre","EX32 8HY","51.080161","-4.057196","E07000043",11752,"38","10","8","10","4760","9.08"
"L83035","Litchdon Medical Centre","EX32 9LL","51.069586","-4.041711","E07000043",16706,"74","20","32","26","8346","11.03"
"L83097","Caen Medical Centre","EX33 1LR","51.107425","-4.162993","E07000043",12934,"41","4","20","6","7094","6.86"
"L83137","South Molton Medical Centre","EX36 3BZ","51.018277","-3.832514","E07000043",12711,"56","12","26","12","7520","8.86"
"L83639","Wembury Surgery","PL9 0BE","50.32186","-4.072566","E07000044",2860,"14","6","8","2","2160","10.07"
"L83146","Catherine House Surgery","TQ9 5WB","50.428912","-3.683312","E07000044",4897,"12","2","10","4","2110","10.79"
"L83043","Leatside Surgery","TQ9 5JA","50.43495","-3.683723","E07000044",14627,"42","18","26","16","7376","9.77"
"L83094","Dartmouth Medical Practice","TQ6 0JL","50.346812","-3.601142","E07000044",8410,"36","8","16","8","6349","4.38"
"L83086","Modbury Health Centre","PL21 0QL","50.348432","-3.888165","E07000044",5123,"24","8","14","4","2850","7.00"
"L83081","Yealm Medical Centre","PL8 2EA","50.348555","-3.997738","E07000044",6382,"28","14","16","6","3936","7.86"
"L83148","Chillington Health Centre","TQ7 2LB","50.272623","-3.693645","E07000044",3736,"24","8","12","4","2276","9.89"
"L83088","Redfern Health Centre","TQ8 8DJ","50.238912","-3.769118","E07000044",5208,"22","6","6","4","4442","5.61"
"L83059","Norton Brook Medical Centre","TQ7 1AE","50.288739","-3.782122","E07000044",10100,"42","4","24","6","7696","7.09"
"L83075","South Brent Health Centre","TQ10 9HT","50.423571","-3.833473","E07000044",6065,"24","4","16","4","3640","9.81"
"L83049","Moretonhampstead Health Centre","TQ13 8LW","50.663436","-3.765938","E07000045",3313,"18","0","10","6","2071","10.18"
"L83045","Bovey Tracey & Chudleigh Practice","TQ13 9QP","50.592121","-3.673721","E07000045",15053,"28","12","30","12","11292","6.63"
"L83041","Westbank Practice","EX6 8DF","50.679131","-3.49377","E07000045",9166,"34","4","18","10","4455","8.58"
"L83657","Teign Estuary Medical Group","TQ14 8AB","50.5456","-3.496462","E07000045",5415,"16","4","18","2","3895","4.87"
"L83005","Barton Surgery","EX7 9QH","50.579848","-3.473818","E07000045",15380,"46","6","32","8","8595","7.37"
"L83120","Channel View Medical Group","TQ14 8AY","50.546135","-3.494023","E07000045",17079,"80","16","32","22","15436","7.57"
"L83070","Buckfastleigh Medical Centre","TQ11 0DE","50.480934","-3.781989","E07000045",5039,"26","4","12","8","2805","9.28"
"L83034","Albany Surgery","TQ12 1GJ","50.528674","-3.607771","E07000045",10035,"34","6","16","10","6559","7.51"
"L83051","Cricketfield Surgery","TQ12 2AS","50.531912","-3.60774","E07000045",10345,"26","10","20","14","5963","9.83"
"L83046","Devon Square Surgery","TQ12 2HH","50.529985","-3.60508","E07000045",9598,"22","14","14","6","4234","12.31"
"L83004","Kingsteignton Medical Practice","TQ12 3HN","50.54898","-3.597395","E07000045",11580,"48","14","16","6","5415","8.15"
"L83666","Buckland Surgery","TQ12 4HG","50.530183","-3.587561","E07000045",3995,"12","2","14","2","1855","11.48"
"L83031","Kingskerswell & Ipplepen Med Practice","TQ12 5DJ","50.500169","-3.583141","E07000045",12162,"60","14","28","18","6834","8.77"
"L83010","Ashburton Surgery","TQ13 7AP","50.519041","-3.748613","E07000045",7169,"24","10","18","4","3570","10.30"
"L83663","Black Torrington Surgery","EX21 5QE","50.827903","-4.17908","E07000046",2962,"16","4","6","2","1695","9.18"
"L83012","Bradworthy Surgery","EX22 7SY","50.901789","-4.38531","E07000046",3182,"16","2","6","6","2211","7.33"
"L83026","Torrington Health Centre","EX38 8EL","50.952056","-4.140076","E07000046",5206,"22","6","8","4","3056","11.07"
"L83105","Castle Gardens Surgery","EX38 8EU","50.951639","-4.140046","E07000046",6781,"35","20","20","10","5879","10.40"
"L83050","Northam Surgery","EX39 1AZ","51.038082","-4.215465","E07000046",13030,"44","12","28","10","8084","10.78"
"L83083","Bideford Medical Centre","EX39 3AF","51.017192","-4.211784","E07000046",15272,"52","10","32","16","15812","4.19"
"L83106","Wooda Surgery","EX39 4AU","51.017765","-4.200736","E07000046",9689,"42","10","22","10","6278","9.16"
"L83129","Hartland Surgery","EX39 6BL","50.992721","-4.482549","E07000046",3019,"18","10","6","4","2268","6.24"
"L83069","Ruby Country Medical Group","EX22 6GH","50.818825","-4.350198","E07000046",15287,"82","30","20","20","10751","11.09"
"L83087","Okehampton Medical Centre","EX20 1AY","50.738795","-3.997593","E07000047",15270,"68","36","32","20","6007","8.68"
"L83082","Chagford Health Centre","TQ13 8BW","50.671452","-3.836747","E07000047",3295,"12","4","8","4","1217","6.57"
"L83101","Abbey Surgery","PL19 8BU","50.546967","-4.150305","E07000047",15150,"54","16","42","14","7488","7.54"
"L83038","Tavyside Health Centre","PL19 9FD","50.545824","-4.145976","E07000047",13768,"68","6","40","12","7313","7.26"
"L83102","Yelverton Surgery","PL20 6AS","50.491344","-4.082824","E07000047",7588,"30","8","16","6","4218","7.55"
"G81050","Arlington Road Surgery","BN21 1DH","50.768189","0.277559","E07000061",11808,"64","12","37","4","7797","5.92"
"Y00080","Harbour Medical Practice","BN23 6DW","50.798787","0.328335","E07000061",7124,"26","12","10","8","5341","6.30"
"G81104","Park Practice","BN22 9PQ","50.794734","0.2776","E07000061",13245,"38","12","24","12","7298","7.60"
"G81017","Seaside Medical Centre","BN22 8DR","50.773566","0.294614","E07000061",11775,"48","10","20","8","6550","7.72"
"G81022","Sovereign Practice","BN22 7PG","50.781493","0.302876","E07000061",14072,"72","28","24","22","10731","5.98"
"G81002","Grove Road Surgery","BN21 4TX","50.767622","0.278765","E07000061",6161,"30","10","6","6","2098","5.72"
"G81003","The Lighthouse Medical Practice","BN21 4HY","50.765632","0.281363","E07000061",18260,"68","12","40","4","11599","4.35"
"G81032","Victoria Medical Centre","BN20 8NH","50.777446","0.255496","E07000061",27822,"130","28","40","30","12498","7.14"
"G81095","Hastings Old Town Surgery","TN34 3DW","50.856277","0.594927","E07000062",25937,"100","44","30","32","15118","4.77"
"G81658","The Station Practice","TN34 1BA","50.857944","0.578137","E07000062",18086,"64","20","6","20","8221","6.25"
"G81089","South Saxon House Surgery","TN38 9TE","50.868702","0.526723","E07000062",3492,"16","0","4","4","1193","6.19"
"G81096","Sedlescombe House","TN38 0TA","50.867142","0.554825","E07000062",2821,"12","2","4","4","1877","5.23"
"G81048","Carisbrooke Surgery","TN38 8BL","50.852259","0.529559","E07000062",8534,"42","6","16","12","4109","6.69"
"G81074","High Glades Medical Centre","TN37 7AT","50.878354","0.551301","E07000062",18709,"80","20","16","22","9289","5.44"
"G81031","The Hill Surgery","TN35 5NH","50.864714","0.605003","E07000062",19925,"78","20","14","18","10238","4.76"
"G81641","Priory Road Surgery","TN34 3JJ","50.860828","0.589253","E07000062",3899,"12","2","2","7","2035","4.08"
"G81029","Seaford Medical Practice","BN25 1DH","50.772678","0.099275","E07000063",18069,"80","22","32","16","10666","8.33"
"G81099","Old School Surgery","BN25 1HH","50.771891","0.100743","E07000063",9309,"50","22","26","8","4029","9.86"
"G81021","Foundry Healthcare Lewes","BN7 2LU","50.873469","0.012064","E07000063",28557,"92","16","62","20","12373","12.09"
"G81061","Chapel Street Surgery","BN9 9PW","50.793107","0.051236","E07000063",5307,"36","8","4","10","2421","6.14"
"G81016","Quayside Medical Practice","BN9 9PW","50.793107","0.051236","E07000063",11898,"22","24","24","10","3889","6.47"
"G81100","Havenshealth","BN10 8NF","50.796102","-0.000811","E07000063",19301,"60","28","44","24","9256","7.88"
"G81085","Ferry Road Health Centre","TN31 7DN","50.951164","0.729004","E07000064",3926,"16","10","4","8","1941","6.37"
"G81087","Northiam Surgery","TN31 6ND","50.989565","0.606545","E07000064",6863,"32","26","14","4","3294","5.90"
"G81052","Fairfield Surgery","TN19 7EU","50.997228","0.382808","E07000064",4208,"18","2","6","6","1875","8.03"
"G81039","Little Common Surgery","TN39 4SP","50.842024","0.433531","E07000064",18769,"126","26","34","14","9837","7.62"
"G81077","Collington Surgery","TN39 3LR","50.84043","0.465081","E07000064",17402,"86","32","20","16","7766","7.94"
"G81041","Sidley Medical Practice","TN39 5HE","50.857326","0.463982","E07000064",13824,"48","18","8","10","8579","5.91"
"G81057","Sedlescombe & Westfield Surgeries","TN33 0PW","50.934129","0.534725","E07000064",6321,"50","4","12","6","3431","7.75"
"G81023","Martins Oak Surgery","TN33 0EA","50.91716","0.483675","E07000064",8444,"36","8","12","6","3962","6.84"
"G81082","Oldwood Surgery","TN32 5DG","50.985002","0.470553","E07000064",6266,"36","2","8","6","2406","9.77"
"G81051","Rye Medical Centre","TN31 7SQ","50.962007","0.730338","E07000064",7220,"34","28","14","6","3729","11.08"
"G81102","Buxted Medical Centre","TN22 5FD","50.989406","0.132095","E07000065",15730,"86","66","24","12","9795","8.07"
"G81004","Downlands Medical Centre","BN26 6AE","50.822932","0.244128","E07000065",10122,"48","10","10","8","5546","11.22"
"G81049","Manor Park Medical Centre","BN26 5DJ","50.819107","0.24261","E07000065",6842,"40","2","12","4","2563","8.23"
"G81030","Wadhurst Medical Group","TN5 6BJ","51.061952","0.340829","E07000065",7812,"30","4","10","12","3186","7.11"
"G81019","Beacon Surgery","TN6 1AH","51.059833","0.159904","E07000065",11204,"54","6","22","6","6471","5.53"
"G81055","Saxonbury House Surgery","TN6 1DL","51.058455","0.161938","E07000065",9624,"40","6","16","8","4304","5.76"
"G81043","Rotherfield Surgery","TN6 2ED","51.049158","0.186003","E07000065",7454,"14","2","8","4","2960","9.62"
"G81008","Stone Cross Surgery","BN24 5DZ","50.816757","0.289944","E07000065",14675,"48","12","16","12","7957","6.39"
"G81024","Ashdown Forest Health Centre","RH18 5AQ","51.097035","0.032866","E07000065",10691,"28","10","28","6","3900","6.87"
"G81098","Quintins Medical Centre","BN27 1UG","50.877063","0.262677","E07000065",13000,"57","12","24","18","6595","9.59"
"G81012","Bridgeside Surgery","BN27 3DG","50.861811","0.25607","E07000065",6666,"36","4","12","4","2736","9.28"
"G81634","Herstmonceux Integrative Health Centre","BN27 4JX","50.887451","0.31697","E07000065",5866,"38","2","8","10","3067","9.60"
"G81040","Woodhill Surgery","TN20 6BW","51.019351","0.253956","E07000065",3832,"6","0","14","2","1392","6.20"
"G81088","Wealden Ridge Medical Partnership","TN21 8JD","50.97078","0.248157","E07000065",22005,"84","28","36","12","6528","12.54"
"G81037","The Meads Surgery","TN22 1BA","50.969692","0.091636","E07000065",9781,"34","14","16","10","3673","10.27"
"G81086","Bird-In-Eye Surgery","TN22 5AW","50.96595","0.105639","E07000065",7785,"24","8","8","6","3183","17.92"
"G81614","Groombridge And Hartfield Medical Group","TN3 9QP","51.113952","0.184416","E07000065",5392,"38","14","10","4","2653","9.64"
"G81059","Hailsham Medical Group","BN27 1BH","50.864071","0.261991","E07000065",11404,"60","10","6","12","4605","7.77"
"F81707","Fryerns Medical Centre","SS14 3SS","51.578499","0.489739","E07000066",5682,"16","2","6","4","2609","2.38"
"F81041","London Road Surgery","SS12 0AA","51.612907","0.519428","E07000066",14276,"46","4","16","10","4987","8.14"
"F81732","Swanwood Partnership","SS12 0AG","51.613493","0.520212","E07000066",6914,"24","2","20","4","4094","4.41"
"F81036","Robert Frew Medical Centre","SS12 9NR","51.602009","0.535838","E07000066",18239,"64","4","24","10","11913","4.88"
"F81031","Murree Medical Group","SS13 1AJ","51.57811","0.510532","E07000066",7789,"22","0","2","2","2769","5.89"
"F81640","Aryan Medical Centre","SS13 1PN","51.579053","0.507364","E07000066",4497,"10","0","6","2","2094","4.04"
"F81186","Felmores Medical Centre","SS13 1PN","51.579053","0.507364","E07000066",7116,"22","2","2","10","2660","9.08"
"F81645","Rose Villa Surgery","SS13 3DW","51.566232","0.506616","E07000066",4294,"16","2","6","2","2018","6.74"
"Y00758","Dr Jo Arayomi'S Practice","SS13 3HQ","51.567734","0.505558","E07000066",2565,"10","0","4","2","1451","9.15"
"Y00469","Dr Sims And Partners","SS13 3HQ","51.567734","0.505558","E07000066",11895,"26","4","14","4","4832","7.75"
"F81158","Dr Nasah & Partners","SS13 3HQ","51.567734","0.505558","E07000066",3828,"16","2","2","2","1616","6.68"
"F81060","Aegis Medical Centre","SS14 2ER","51.57556","0.467525","E07000066",4916,"16","4","4","4","2402","3.82"
"F81729","Matching Green Surgery","SS14 2PB","51.582852","0.481244","E07000066",3557,"12","0","2","4","1418","5.27"
"F81711","Knights Surgery","SS14 3GR","51.578801","0.448446","E07000066",3639,"12","0","6","2","1654","2.29"
"F81666","Dr Sharma & Partners","SS15 4EZ","51.588181","0.447593","E07000066",3464,"4","0","4","0","865","5.43"
"F81150","Ballards Walk Surgery","SS15 5HL","51.573232","0.441841","E07000066",12734,"8","2","6","12","5913","2.51"
"F81108","Laindon Medical Group","SS15 5TR","51.57333","0.423487","E07000066",18524,"46","6","28","10","8474","6.90"
"F81006","Clayhill Medical Practice","SS16 4HD","51.566279","0.481597","E07000066",5501,"16","0","4","6","2042","6.36"
"F81025","Dr Gc Chajed'S Practice","SS16 5AD","51.564483","0.465396","E07000066",10452,"26","2","14","8","3586","6.68"
"F81029","Dr Degun & Dr Macaulay","SS16 5SB","51.564041","0.442544","E07000066",8133,"22","2","6","2","4003","3.99"
